,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,Continent
186,ALB,Albania,2020-03-09,2,2,0,0,0.695,0.695,0.0,0.0,4.0
187,ALB,Albania,2020-03-10,6,4,0,0,2.085,1.39,0.0,0.0,4.0
188,ALB,Albania,2020-03-11,10,4,0,0,3.475,1.39,0.0,0.0,4.0
189,ALB,Albania,2020-03-12,11,1,1,1,3.822,0.34700000000000003,0.34700000000000003,0.34700000000000003,4.0
190,ALB,Albania,2020-03-13,23,12,1,0,7.992000000000001,4.17,0.34700000000000003,0.0,4.0
191,ALB,Albania,2020-03-14,33,10,1,0,11.467,3.475,0.34700000000000003,0.0,4.0
192,ALB,Albania,2020-03-15,38,5,1,0,13.205,1.7369999999999999,0.34700000000000003,0.0,4.0
193,ALB,Albania,2020-03-16,42,4,1,0,14.594000000000001,1.39,0.34700000000000003,0.0,4.0
194,ALB,Albania,2020-03-17,51,9,1,0,17.722,3.127,0.34700000000000003,0.0,4.0
195,ALB,Albania,2020-03-18,55,4,1,0,19.112000000000002,1.39,0.34700000000000003,0.0,4.0
196,ALB,Albania,2020-03-19,59,4,2,1,20.502,1.39,0.695,0.34700000000000003,4.0
197,ALB,Albania,2020-03-20,70,11,2,0,24.324,3.822,0.695,0.0,4.0
198,ALB,Albania,2020-03-21,70,0,2,0,24.324,0.0,0.695,0.0,4.0
199,ALB,Albania,2020-03-22,76,6,2,0,26.409000000000002,2.085,0.695,0.0,4.0
200,ALB,Albania,2020-03-23,89,13,2,0,30.926,4.5169999999999995,0.695,0.0,4.0
201,ALB,Albania,2020-03-24,100,11,4,2,34.749,3.822,1.39,0.695,4.0
202,ALB,Albania,2020-03-25,123,23,5,1,42.74100000000001,7.992000000000001,1.7369999999999999,0.34700000000000003,4.0
203,ALB,Albania,2020-03-26,146,23,5,0,50.733000000000004,7.992000000000001,1.7369999999999999,0.0,4.0
204,ALB,Albania,2020-03-27,174,28,6,1,60.463,9.73,2.085,0.34700000000000003,4.0
205,ALB,Albania,2020-03-28,186,12,9,3,64.633,4.17,3.127,1.042,4.0
206,ALB,Albania,2020-03-29,197,11,10,1,68.455,3.822,3.475,0.34700000000000003,4.0
207,ALB,Albania,2020-03-30,212,15,10,0,73.667,5.212000000000001,3.475,0.0,4.0
208,ALB,Albania,2020-03-31,223,11,12,2,77.49,3.822,4.17,0.695,4.0
209,ALB,Albania,2020-04-01,243,20,15,3,84.44,6.95,5.212000000000001,1.042,4.0
210,ALB,Albania,2020-04-02,259,16,15,0,89.999,5.56,5.212000000000001,0.0,4.0
211,ALB,Albania,2020-04-03,277,18,16,1,96.25399999999999,6.255,5.56,0.34700000000000003,4.0
212,ALB,Albania,2020-04-04,304,27,17,1,105.63600000000001,9.382,5.907,0.34700000000000003,4.0
213,ALB,Albania,2020-04-05,333,29,19,2,115.713,10.077,6.602,0.695,4.0
214,ALB,Albania,2020-04-06,361,28,21,2,125.443,9.73,7.297000000000001,0.695,4.0
215,ALB,Albania,2020-04-07,377,16,22,1,131.003,5.56,7.645,0.34700000000000003,4.0
216,ALB,Albania,2020-04-08,383,6,22,0,133.088,2.085,7.645,0.0,4.0
217,ALB,Albania,2020-04-09,400,17,22,0,138.995,5.907,7.645,0.0,4.0
218,ALB,Albania,2020-04-10,409,9,23,1,142.122,3.127,7.992000000000001,0.34700000000000003,4.0
219,ALB,Albania,2020-04-11,416,7,23,0,144.555,2.432,7.992000000000001,0.0,4.0
220,ALB,Albania,2020-04-12,433,17,23,0,150.46200000000002,5.907,7.992000000000001,0.0,4.0
221,ALB,Albania,2020-04-13,446,13,23,0,154.97899999999998,4.5169999999999995,7.992000000000001,0.0,4.0
222,ALB,Albania,2020-04-14,467,21,23,0,162.27700000000002,7.297000000000001,7.992000000000001,0.0,4.0
223,ALB,Albania,2020-04-15,475,8,24,1,165.05700000000002,2.78,8.34,0.34700000000000003,4.0
224,ALB,Albania,2020-04-16,494,19,25,1,171.65900000000002,6.602,8.687000000000001,0.34700000000000003,4.0
225,ALB,Albania,2020-04-17,518,24,26,1,179.99900000000002,8.34,9.035,0.34700000000000003,4.0
226,ALB,Albania,2020-04-18,539,21,26,0,187.296,7.297000000000001,9.035,0.0,4.0
227,ALB,Albania,2020-04-19,548,9,26,0,190.423,3.127,9.035,0.0,4.0
228,ALB,Albania,2020-04-20,562,14,26,0,195.28799999999998,4.865,9.035,0.0,4.0
229,AND,Andorra,2020-03-03,1,1,0,0,12.942,12.942,0.0,0.0,4.0
230,AND,Andorra,2020-03-14,2,1,0,0,25.885,12.942,0.0,0.0,4.0
231,AND,Andorra,2020-03-16,5,3,0,0,64.712,38.827,0.0,0.0,4.0
232,AND,Andorra,2020-03-17,14,9,0,0,181.195,116.48200000000001,0.0,0.0,4.0
233,AND,Andorra,2020-03-18,14,0,0,0,181.195,0.0,0.0,0.0,4.0
234,AND,Andorra,2020-03-19,53,39,0,0,685.951,504.756,0.0,0.0,4.0
235,AND,Andorra,2020-03-20,75,22,0,0,970.685,284.73400000000004,0.0,0.0,4.0
236,AND,Andorra,2020-03-21,75,0,0,0,970.685,0.0,0.0,0.0,4.0
237,AND,Andorra,2020-03-22,88,13,0,0,1138.937,168.252,0.0,0.0,4.0
238,AND,Andorra,2020-03-23,113,25,0,0,1462.499,323.562,0.0,0.0,4.0
239,AND,Andorra,2020-03-24,133,20,0,0,1721.349,258.849,0.0,0.0,4.0
240,AND,Andorra,2020-03-25,164,31,0,0,2122.565,401.217,0.0,0.0,4.0
241,AND,Andorra,2020-03-26,188,24,0,0,2433.1839999999997,310.619,0.0,0.0,4.0
242,AND,Andorra,2020-03-27,224,36,3,3,2899.113,465.92900000000003,38.827,38.827,4.0
243,AND,Andorra,2020-03-28,267,43,3,0,3455.64,556.526,38.827,0.0,4.0
244,AND,Andorra,2020-03-29,308,41,4,1,3986.281,530.641,51.77,12.942,4.0
245,AND,Andorra,2020-03-30,334,26,6,2,4322.785,336.504,77.655,25.885,4.0
246,AND,Andorra,2020-03-31,370,36,8,2,4788.714,465.92900000000003,103.54,25.885,4.0
247,AND,Andorra,2020-04-01,376,6,12,4,4866.369000000001,77.655,155.31,51.77,4.0
248,AND,Andorra,2020-04-02,390,14,14,2,5047.564,181.195,181.195,25.885,4.0
249,AND,Andorra,2020-04-03,428,38,15,1,5539.3769999999995,491.814,194.137,12.942,4.0
250,AND,Andorra,2020-04-04,439,11,16,1,5681.745,142.36700000000002,207.08,12.942,4.0
251,AND,Andorra,2020-04-05,466,27,17,1,6031.191,349.44699999999995,220.02200000000002,12.942,4.0
252,AND,Andorra,2020-04-06,501,35,18,1,6484.178000000001,452.986,232.96400000000003,12.942,4.0
253,AND,Andorra,2020-04-07,526,25,21,3,6807.74,323.562,271.79200000000003,38.827,4.0
254,AND,Andorra,2020-04-08,545,19,22,1,7053.647,245.907,284.73400000000004,12.942,4.0
255,AND,Andorra,2020-04-09,564,19,23,1,7299.553000000001,245.907,297.677,12.942,4.0
256,AND,Andorra,2020-04-10,583,19,25,2,7545.46,245.907,323.562,25.885,4.0
257,AND,Andorra,2020-04-11,601,18,26,1,7778.425,232.96400000000003,336.504,12.942,4.0
258,AND,Andorra,2020-04-12,622,21,28,2,8050.217,271.79200000000003,362.389,25.885,4.0
259,AND,Andorra,2020-04-13,638,16,29,1,8257.296,207.08,375.332,12.942,4.0
260,AND,Andorra,2020-04-14,646,8,29,0,8360.836,103.54,375.332,0.0,4.0
261,AND,Andorra,2020-04-15,659,13,31,2,8529.088,168.252,401.217,25.885,4.0
262,AND,Andorra,2020-04-16,673,14,33,2,8710.283000000001,181.195,427.102,25.885,4.0
263,AND,Andorra,2020-04-17,682,9,33,0,8826.765,116.48200000000001,427.102,0.0,4.0
264,AND,Andorra,2020-04-18,696,14,35,2,9007.96,181.195,452.986,25.885,4.0
265,AND,Andorra,2020-04-19,704,8,35,0,9111.499,103.54,452.986,0.0,4.0
266,AND,Andorra,2020-04-20,713,9,36,1,9227.982,116.48200000000001,465.92900000000003,12.942,4.0
665,AUT,Austria,2019-12-31,0,0,0,0,0.0,0.0,0.0,0.0,4.0
666,AUT,Austria,2020-01-01,0,0,0,0,0.0,0.0,0.0,0.0,4.0
667,AUT,Austria,2020-01-02,0,0,0,0,0.0,0.0,0.0,0.0,4.0
668,AUT,Austria,2020-01-03,0,0,0,0,0.0,0.0,0.0,0.0,4.0
669,AUT,Austria,2020-01-04,0,0,0,0,0.0,0.0,0.0,0.0,4.0
670,AUT,Austria,2020-01-05,0,0,0,0,0.0,0.0,0.0,0.0,4.0
671,AUT,Austria,2020-01-06,0,0,0,0,0.0,0.0,0.0,0.0,4.0
672,AUT,Austria,2020-01-07,0,0,0,0,0.0,0.0,0.0,0.0,4.0
673,AUT,Austria,2020-01-08,0,0,0,0,0.0,0.0,0.0,0.0,4.0
674,AUT,Austria,2020-01-09,0,0,0,0,0.0,0.0,0.0,0.0,4.0
675,AUT,Austria,2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0,4.0
676,AUT,Austria,2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0,4.0
677,AUT,Austria,2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0,4.0
678,AUT,Austria,2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0,4.0
679,AUT,Austria,2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0,4.0
680,AUT,Austria,2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0,4.0
681,AUT,Austria,2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0,4.0
682,AUT,Austria,2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0,4.0
683,AUT,Austria,2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0,4.0
684,AUT,Austria,2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0,4.0
685,AUT,Austria,2020-01-20,0,0,0,0,0.0,0.0,0.0,0.0,4.0
686,AUT,Austria,2020-01-21,0,0,0,0,0.0,0.0,0.0,0.0,4.0
687,AUT,Austria,2020-01-22,0,0,0,0,0.0,0.0,0.0,0.0,4.0
688,AUT,Austria,2020-01-23,0,0,0,0,0.0,0.0,0.0,0.0,4.0
689,AUT,Austria,2020-01-24,0,0,0,0,0.0,0.0,0.0,0.0,4.0
690,AUT,Austria,2020-01-25,0,0,0,0,0.0,0.0,0.0,0.0,4.0
691,AUT,Austria,2020-01-26,0,0,0,0,0.0,0.0,0.0,0.0,4.0
692,AUT,Austria,2020-01-27,0,0,0,0,0.0,0.0,0.0,0.0,4.0
693,AUT,Austria,2020-01-28,0,0,0,0,0.0,0.0,0.0,0.0,4.0
694,AUT,Austria,2020-01-29,0,0,0,0,0.0,0.0,0.0,0.0,4.0
695,AUT,Austria,2020-01-30,0,0,0,0,0.0,0.0,0.0,0.0,4.0
696,AUT,Austria,2020-01-31,0,0,0,0,0.0,0.0,0.0,0.0,4.0
697,AUT,Austria,2020-02-01,0,0,0,0,0.0,0.0,0.0,0.0,4.0
698,AUT,Austria,2020-02-02,0,0,0,0,0.0,0.0,0.0,0.0,4.0
699,AUT,Austria,2020-02-03,0,0,0,0,0.0,0.0,0.0,0.0,4.0
700,AUT,Austria,2020-02-04,0,0,0,0,0.0,0.0,0.0,0.0,4.0
701,AUT,Austria,2020-02-05,0,0,0,0,0.0,0.0,0.0,0.0,4.0
702,AUT,Austria,2020-02-06,0,0,0,0,0.0,0.0,0.0,0.0,4.0
703,AUT,Austria,2020-02-07,0,0,0,0,0.0,0.0,0.0,0.0,4.0
704,AUT,Austria,2020-02-08,0,0,0,0,0.0,0.0,0.0,0.0,4.0
705,AUT,Austria,2020-02-09,0,0,0,0,0.0,0.0,0.0,0.0,4.0
706,AUT,Austria,2020-02-10,0,0,0,0,0.0,0.0,0.0,0.0,4.0
707,AUT,Austria,2020-02-11,0,0,0,0,0.0,0.0,0.0,0.0,4.0
708,AUT,Austria,2020-02-12,0,0,0,0,0.0,0.0,0.0,0.0,4.0
709,AUT,Austria,2020-02-13,0,0,0,0,0.0,0.0,0.0,0.0,4.0
710,AUT,Austria,2020-02-14,0,0,0,0,0.0,0.0,0.0,0.0,4.0
711,AUT,Austria,2020-02-15,0,0,0,0,0.0,0.0,0.0,0.0,4.0
712,AUT,Austria,2020-02-16,0,0,0,0,0.0,0.0,0.0,0.0,4.0
713,AUT,Austria,2020-02-17,0,0,0,0,0.0,0.0,0.0,0.0,4.0
714,AUT,Austria,2020-02-18,0,0,0,0,0.0,0.0,0.0,0.0,4.0
715,AUT,Austria,2020-02-19,0,0,0,0,0.0,0.0,0.0,0.0,4.0
716,AUT,Austria,2020-02-20,0,0,0,0,0.0,0.0,0.0,0.0,4.0
717,AUT,Austria,2020-02-21,0,0,0,0,0.0,0.0,0.0,0.0,4.0
718,AUT,Austria,2020-02-22,0,0,0,0,0.0,0.0,0.0,0.0,4.0
719,AUT,Austria,2020-02-23,0,0,0,0,0.0,0.0,0.0,0.0,4.0
720,AUT,Austria,2020-02-24,0,0,0,0,0.0,0.0,0.0,0.0,4.0
721,AUT,Austria,2020-02-25,0,0,0,0,0.0,0.0,0.0,0.0,4.0
722,AUT,Austria,2020-02-26,2,2,0,0,0.222,0.222,0.0,0.0,4.0
723,AUT,Austria,2020-02-27,2,0,0,0,0.222,0.0,0.0,0.0,4.0
724,AUT,Austria,2020-02-28,5,3,0,0,0.555,0.33299999999999996,0.0,0.0,4.0
725,AUT,Austria,2020-02-29,7,2,0,0,0.777,0.222,0.0,0.0,4.0
726,AUT,Austria,2020-03-01,10,3,0,0,1.11,0.33299999999999996,0.0,0.0,4.0
727,AUT,Austria,2020-03-02,14,4,0,0,1.554,0.444,0.0,0.0,4.0
728,AUT,Austria,2020-03-03,18,4,0,0,1.999,0.444,0.0,0.0,4.0
729,AUT,Austria,2020-03-04,24,6,0,0,2.665,0.6659999999999999,0.0,0.0,4.0
730,AUT,Austria,2020-03-05,29,5,0,0,3.22,0.555,0.0,0.0,4.0
731,AUT,Austria,2020-03-06,41,12,0,0,4.552,1.3319999999999999,0.0,0.0,4.0
732,AUT,Austria,2020-03-07,74,33,0,0,8.216000000000001,3.6639999999999997,0.0,0.0,4.0
733,AUT,Austria,2020-03-08,99,25,0,0,10.992,2.7760000000000002,0.0,0.0,4.0
734,AUT,Austria,2020-03-09,102,3,0,0,11.325,0.33299999999999996,0.0,0.0,4.0
735,AUT,Austria,2020-03-10,131,29,0,0,14.545,3.22,0.0,0.0,4.0
736,AUT,Austria,2020-03-11,182,51,0,0,20.208,5.662999999999999,0.0,0.0,4.0
737,AUT,Austria,2020-03-12,246,64,0,0,27.314,7.106,0.0,0.0,4.0
738,AUT,Austria,2020-03-13,361,115,1,1,40.083,12.769,0.111,0.111,4.0
739,AUT,Austria,2020-03-14,504,143,1,0,55.96,15.878,0.111,0.0,4.0
740,AUT,Austria,2020-03-15,655,151,1,0,72.726,16.766,0.111,0.0,4.0
741,AUT,Austria,2020-03-16,860,205,1,0,95.488,22.761999999999997,0.111,0.0,4.0
742,AUT,Austria,2020-03-17,1016,156,3,2,112.809,17.320999999999998,0.33299999999999996,0.222,4.0
743,AUT,Austria,2020-03-18,1332,316,3,0,147.895,35.086,0.33299999999999996,0.0,4.0
744,AUT,Austria,2020-03-19,1646,314,4,1,182.75900000000001,34.864000000000004,0.444,0.111,4.0
745,AUT,Austria,2020-03-20,2196,550,6,2,243.827,61.068000000000005,0.6659999999999999,0.222,4.0
746,AUT,Austria,2020-03-21,2649,453,6,0,294.124,50.298,0.6659999999999999,0.0,4.0
747,AUT,Austria,2020-03-22,3024,375,8,2,335.76099999999997,41.637,0.888,0.222,4.0
748,AUT,Austria,2020-03-23,3631,607,16,8,403.158,67.39699999999999,1.777,0.888,4.0
749,AUT,Austria,2020-03-24,4486,855,25,9,498.09,94.932,2.7760000000000002,0.9990000000000001,4.0
750,AUT,Austria,2020-03-25,5282,796,30,5,586.472,88.382,3.3310000000000004,0.555,4.0
751,AUT,Austria,2020-03-26,5888,606,34,4,653.757,67.285,3.775,0.444,4.0
752,AUT,Austria,2020-03-27,7029,1141,52,18,780.445,126.68799999999999,5.774,1.999,4.0
753,AUT,Austria,2020-03-28,7697,668,68,16,854.6139999999999,74.169,7.55,1.777,4.0
754,AUT,Austria,2020-03-29,8291,594,68,0,920.568,65.953,7.55,0.0,4.0
755,AUT,Austria,2020-03-30,8813,522,86,18,978.5260000000001,57.958999999999996,9.549,1.999,4.0
756,AUT,Austria,2020-03-31,9618,805,108,22,1067.907,89.381,11.991,2.443,4.0
757,AUT,Austria,2020-04-01,10182,564,128,20,1130.529,62.622,14.212,2.221,4.0
758,AUT,Austria,2020-04-02,10711,529,146,18,1189.265,58.736000000000004,16.211,1.999,4.0
759,AUT,Austria,2020-04-03,11129,418,158,12,1235.677,46.411,17.543,1.3319999999999999,4.0
760,AUT,Austria,2020-04-04,11525,396,168,10,1279.646,43.968999999999994,18.653,1.11,4.0
761,AUT,Austria,2020-04-05,11766,241,186,18,1306.404,26.759,20.651999999999997,1.999,4.0
762,AUT,Austria,2020-04-06,11983,217,204,18,1330.4979999999998,24.094,22.651,1.999,4.0
763,AUT,Austria,2020-04-07,12297,314,220,16,1365.362,34.864000000000004,24.427,1.777,4.0
764,AUT,Austria,2020-04-08,12640,343,243,23,1403.4460000000001,38.084,26.980999999999998,2.5540000000000003,4.0
765,AUT,Austria,2020-04-09,12969,329,273,30,1439.976,36.53,30.311999999999998,3.3310000000000004,4.0
766,AUT,Austria,2020-04-10,13248,279,295,22,1470.954,30.978,32.754,2.443,4.0
767,AUT,Austria,2020-04-11,13560,312,319,24,1505.596,34.641999999999996,35.419000000000004,2.665,4.0
768,AUT,Austria,2020-04-12,13807,247,337,18,1533.021,27.425,37.418,1.999,4.0
769,AUT,Austria,2020-04-13,13937,130,350,13,1547.455,14.434000000000001,38.861,1.443,4.0
770,AUT,Austria,2020-04-14,14043,106,368,18,1559.225,11.769,40.86,1.999,4.0
771,AUT,Austria,2020-04-15,14234,191,384,16,1580.432,21.206999999999997,42.636,1.777,4.0
772,AUT,Austria,2020-04-16,14370,136,393,9,1595.5320000000002,15.1,43.636,0.9990000000000001,4.0
773,AUT,Austria,2020-04-17,14448,78,410,17,1604.193,8.661,45.523,1.8880000000000001,4.0
774,AUT,Austria,2020-04-18,14603,155,431,21,1621.4029999999998,17.21,47.855,2.332,4.0
775,AUT,Austria,2020-04-19,14662,59,443,12,1627.953,6.551,49.187,1.3319999999999999,4.0
776,AUT,Austria,2020-04-20,14710,48,452,9,1633.283,5.33,50.187,0.9990000000000001,4.0
902,BEL,Belgium,2019-12-31,0,0,0,0,0.0,0.0,0.0,0.0,4.0
903,BEL,Belgium,2020-01-01,0,0,0,0,0.0,0.0,0.0,0.0,4.0
904,BEL,Belgium,2020-01-02,0,0,0,0,0.0,0.0,0.0,0.0,4.0
905,BEL,Belgium,2020-01-03,0,0,0,0,0.0,0.0,0.0,0.0,4.0
906,BEL,Belgium,2020-01-04,0,0,0,0,0.0,0.0,0.0,0.0,4.0
907,BEL,Belgium,2020-01-05,0,0,0,0,0.0,0.0,0.0,0.0,4.0
908,BEL,Belgium,2020-01-06,0,0,0,0,0.0,0.0,0.0,0.0,4.0
909,BEL,Belgium,2020-01-07,0,0,0,0,0.0,0.0,0.0,0.0,4.0
910,BEL,Belgium,2020-01-08,0,0,0,0,0.0,0.0,0.0,0.0,4.0
911,BEL,Belgium,2020-01-09,0,0,0,0,0.0,0.0,0.0,0.0,4.0
912,BEL,Belgium,2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0,4.0
913,BEL,Belgium,2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0,4.0
914,BEL,Belgium,2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0,4.0
915,BEL,Belgium,2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0,4.0
916,BEL,Belgium,2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0,4.0
917,BEL,Belgium,2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0,4.0
918,BEL,Belgium,2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0,4.0
919,BEL,Belgium,2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0,4.0
920,BEL,Belgium,2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0,4.0
921,BEL,Belgium,2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0,4.0
922,BEL,Belgium,2020-01-20,0,0,0,0,0.0,0.0,0.0,0.0,4.0
923,BEL,Belgium,2020-01-21,0,0,0,0,0.0,0.0,0.0,0.0,4.0
924,BEL,Belgium,2020-01-22,0,0,0,0,0.0,0.0,0.0,0.0,4.0
925,BEL,Belgium,2020-01-23,0,0,0,0,0.0,0.0,0.0,0.0,4.0
926,BEL,Belgium,2020-01-24,0,0,0,0,0.0,0.0,0.0,0.0,4.0
927,BEL,Belgium,2020-01-25,0,0,0,0,0.0,0.0,0.0,0.0,4.0
928,BEL,Belgium,2020-01-26,0,0,0,0,0.0,0.0,0.0,0.0,4.0
929,BEL,Belgium,2020-01-27,0,0,0,0,0.0,0.0,0.0,0.0,4.0
930,BEL,Belgium,2020-01-28,0,0,0,0,0.0,0.0,0.0,0.0,4.0
931,BEL,Belgium,2020-01-29,0,0,0,0,0.0,0.0,0.0,0.0,4.0
932,BEL,Belgium,2020-01-30,0,0,0,0,0.0,0.0,0.0,0.0,4.0
933,BEL,Belgium,2020-01-31,0,0,0,0,0.0,0.0,0.0,0.0,4.0
934,BEL,Belgium,2020-02-01,0,0,0,0,0.0,0.0,0.0,0.0,4.0
935,BEL,Belgium,2020-02-02,0,0,0,0,0.0,0.0,0.0,0.0,4.0
936,BEL,Belgium,2020-02-03,0,0,0,0,0.0,0.0,0.0,0.0,4.0
937,BEL,Belgium,2020-02-04,1,1,0,0,0.086,0.086,0.0,0.0,4.0
938,BEL,Belgium,2020-02-05,1,0,0,0,0.086,0.0,0.0,0.0,4.0
939,BEL,Belgium,2020-02-06,1,0,0,0,0.086,0.0,0.0,0.0,4.0
940,BEL,Belgium,2020-02-07,1,0,0,0,0.086,0.0,0.0,0.0,4.0
941,BEL,Belgium,2020-02-08,1,0,0,0,0.086,0.0,0.0,0.0,4.0
942,BEL,Belgium,2020-02-09,1,0,0,0,0.086,0.0,0.0,0.0,4.0
943,BEL,Belgium,2020-02-10,1,0,0,0,0.086,0.0,0.0,0.0,4.0
944,BEL,Belgium,2020-02-11,1,0,0,0,0.086,0.0,0.0,0.0,4.0
945,BEL,Belgium,2020-02-12,1,0,0,0,0.086,0.0,0.0,0.0,4.0
946,BEL,Belgium,2020-02-13,1,0,0,0,0.086,0.0,0.0,0.0,4.0
947,BEL,Belgium,2020-02-14,1,0,0,0,0.086,0.0,0.0,0.0,4.0
948,BEL,Belgium,2020-02-15,1,0,0,0,0.086,0.0,0.0,0.0,4.0
949,BEL,Belgium,2020-02-16,1,0,0,0,0.086,0.0,0.0,0.0,4.0
950,BEL,Belgium,2020-02-17,1,0,0,0,0.086,0.0,0.0,0.0,4.0
951,BEL,Belgium,2020-02-18,1,0,0,0,0.086,0.0,0.0,0.0,4.0
952,BEL,Belgium,2020-02-19,1,0,0,0,0.086,0.0,0.0,0.0,4.0
953,BEL,Belgium,2020-02-20,1,0,0,0,0.086,0.0,0.0,0.0,4.0
954,BEL,Belgium,2020-02-21,1,0,0,0,0.086,0.0,0.0,0.0,4.0
955,BEL,Belgium,2020-02-22,1,0,0,0,0.086,0.0,0.0,0.0,4.0
956,BEL,Belgium,2020-02-23,1,0,0,0,0.086,0.0,0.0,0.0,4.0
957,BEL,Belgium,2020-02-24,1,0,0,0,0.086,0.0,0.0,0.0,4.0
958,BEL,Belgium,2020-02-25,1,0,0,0,0.086,0.0,0.0,0.0,4.0
959,BEL,Belgium,2020-02-26,1,0,0,0,0.086,0.0,0.0,0.0,4.0
960,BEL,Belgium,2020-02-27,1,0,0,0,0.086,0.0,0.0,0.0,4.0
961,BEL,Belgium,2020-02-28,1,0,0,0,0.086,0.0,0.0,0.0,4.0
962,BEL,Belgium,2020-02-29,1,0,0,0,0.086,0.0,0.0,0.0,4.0
963,BEL,Belgium,2020-03-01,1,0,0,0,0.086,0.0,0.0,0.0,4.0
964,BEL,Belgium,2020-03-02,2,1,0,0,0.17300000000000001,0.086,0.0,0.0,4.0
965,BEL,Belgium,2020-03-03,8,6,0,0,0.69,0.518,0.0,0.0,4.0
966,BEL,Belgium,2020-03-04,13,5,0,0,1.122,0.431,0.0,0.0,4.0
967,BEL,Belgium,2020-03-05,23,10,0,0,1.985,0.863,0.0,0.0,4.0
968,BEL,Belgium,2020-03-06,50,27,0,0,4.314,2.33,0.0,0.0,4.0
969,BEL,Belgium,2020-03-07,109,59,0,0,9.405,5.091,0.0,0.0,4.0
970,BEL,Belgium,2020-03-08,169,60,0,0,14.582,5.1770000000000005,0.0,0.0,4.0
971,BEL,Belgium,2020-03-09,200,31,0,0,17.257,2.675,0.0,0.0,4.0
972,BEL,Belgium,2020-03-10,239,39,0,0,20.622,3.365,0.0,0.0,4.0
973,BEL,Belgium,2020-03-11,267,28,0,0,23.038,2.416,0.0,0.0,4.0
974,BEL,Belgium,2020-03-12,314,47,3,3,27.093000000000004,4.055,0.259,0.259,4.0
975,BEL,Belgium,2020-03-13,399,85,3,0,34.427,7.334,0.259,0.0,4.0
976,BEL,Belgium,2020-03-14,559,160,3,0,48.233000000000004,13.805,0.259,0.0,4.0
977,BEL,Belgium,2020-03-15,689,130,4,1,59.45,11.217,0.345,0.086,4.0
978,BEL,Belgium,2020-03-16,886,197,4,0,76.44800000000001,16.998,0.345,0.0,4.0
979,BEL,Belgium,2020-03-17,1085,199,5,1,93.618,17.171,0.431,0.086,4.0
980,BEL,Belgium,2020-03-18,1243,158,5,0,107.251,13.633,0.431,0.0,4.0
981,BEL,Belgium,2020-03-19,1486,243,14,9,128.218,20.967,1.208,0.777,4.0
982,BEL,Belgium,2020-03-20,1795,309,21,7,154.88,26.662,1.8119999999999998,0.604,4.0
983,BEL,Belgium,2020-03-21,2257,462,37,16,194.743,39.863,3.193,1.381,4.0
984,BEL,Belgium,2020-03-22,2815,558,67,30,242.89,48.147,5.781000000000001,2.589,4.0
985,BEL,Belgium,2020-03-23,3401,586,75,8,293.452,50.563,6.471,0.69,4.0
986,BEL,Belgium,2020-03-24,3743,342,88,13,322.962,29.509,7.593,1.122,4.0
987,BEL,Belgium,2020-03-25,4269,526,122,34,368.347,45.385,10.527000000000001,2.9339999999999997,4.0
988,BEL,Belgium,2020-03-26,4937,668,178,56,425.985,57.638000000000005,15.359000000000002,4.832,4.0
989,BEL,Belgium,2020-03-27,6235,1298,220,42,537.982,111.99700000000001,18.983,3.6239999999999997,4.0
990,BEL,Belgium,2020-03-28,7284,1049,289,69,628.494,90.512,24.936,5.954,4.0
991,BEL,Belgium,2020-03-29,9134,1850,353,64,788.1189999999999,159.626,30.458000000000002,5.522,4.0
992,BEL,Belgium,2020-03-30,10836,1702,431,78,934.975,146.856,37.188,6.73,4.0
993,BEL,Belgium,2020-03-31,11899,1063,513,82,1026.695,91.72,44.263999999999996,7.075,4.0
994,BEL,Belgium,2020-04-01,12775,876,705,192,1102.28,75.585,60.83,16.567,4.0
995,BEL,Belgium,2020-04-02,13964,1189,828,123,1204.872,102.59200000000001,71.443,10.613,4.0
996,BEL,Belgium,2020-04-03,15348,1384,1011,183,1324.289,119.417,87.23299999999999,15.79,4.0
997,BEL,Belgium,2020-04-04,16770,1422,1143,132,1446.985,122.696,98.62299999999999,11.39,4.0
998,BEL,Belgium,2020-04-05,18431,1661,1283,140,1590.3029999999999,143.31799999999998,110.70299999999999,12.08,4.0
