,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,Continent
234,AND,Andorra,2020-03-29,308,41,4,1,3986.281,530.641,51.77,12.942,4.0
235,AND,Andorra,2020-03-30,334,26,6,2,4322.785,336.504,77.655,25.885,4.0
236,AND,Andorra,2020-03-31,370,36,8,2,4788.714,465.92900000000003,103.54,25.885,4.0
237,AND,Andorra,2020-04-01,376,6,12,4,4866.369000000001,77.655,155.31,51.77,4.0
238,AND,Andorra,2020-04-02,390,14,14,2,5047.564,181.195,181.195,25.885,4.0
239,AND,Andorra,2020-04-03,428,38,15,1,5539.3769999999995,491.814,194.137,12.942,4.0
240,AND,Andorra,2020-04-04,439,11,16,1,5681.745,142.36700000000002,207.08,12.942,4.0
241,AND,Andorra,2020-04-05,466,27,17,1,6031.191,349.44699999999995,220.02200000000002,12.942,4.0
242,AND,Andorra,2020-04-06,501,35,18,1,6484.178000000001,452.986,232.96400000000003,12.942,4.0
243,AND,Andorra,2020-04-07,526,25,21,3,6807.74,323.562,271.79200000000003,38.827,4.0
244,AND,Andorra,2020-04-08,545,19,22,1,7053.647,245.907,284.73400000000004,12.942,4.0
245,AND,Andorra,2020-04-09,564,19,23,1,7299.553000000001,245.907,297.677,12.942,4.0
246,AND,Andorra,2020-04-10,583,19,25,2,7545.46,245.907,323.562,25.885,4.0
247,AND,Andorra,2020-04-11,601,18,26,1,7778.425,232.96400000000003,336.504,12.942,4.0
248,AND,Andorra,2020-04-12,622,21,28,2,8050.217,271.79200000000003,362.389,25.885,4.0
249,AND,Andorra,2020-04-13,638,16,29,1,8257.296,207.08,375.332,12.942,4.0
250,AND,Andorra,2020-04-14,646,8,29,0,8360.836,103.54,375.332,0.0,4.0
251,AND,Andorra,2020-04-15,659,13,31,2,8529.088,168.252,401.217,25.885,4.0
252,AND,Andorra,2020-04-16,673,14,33,2,8710.283000000001,181.195,427.102,25.885,4.0
253,AND,Andorra,2020-04-17,682,9,33,0,8826.765,116.48200000000001,427.102,0.0,4.0
254,AND,Andorra,2020-04-18,696,14,35,2,9007.96,181.195,452.986,25.885,4.0
643,AUT,Austria,2019-12-31,0,0,0,0,0.0,0.0,0.0,0.0,4.0
644,AUT,Austria,2020-01-01,0,0,0,0,0.0,0.0,0.0,0.0,4.0
645,AUT,Austria,2020-01-02,0,0,0,0,0.0,0.0,0.0,0.0,4.0
646,AUT,Austria,2020-01-03,0,0,0,0,0.0,0.0,0.0,0.0,4.0
647,AUT,Austria,2020-01-04,0,0,0,0,0.0,0.0,0.0,0.0,4.0
648,AUT,Austria,2020-01-05,0,0,0,0,0.0,0.0,0.0,0.0,4.0
649,AUT,Austria,2020-01-06,0,0,0,0,0.0,0.0,0.0,0.0,4.0
650,AUT,Austria,2020-01-07,0,0,0,0,0.0,0.0,0.0,0.0,4.0
651,AUT,Austria,2020-01-08,0,0,0,0,0.0,0.0,0.0,0.0,4.0
652,AUT,Austria,2020-01-09,0,0,0,0,0.0,0.0,0.0,0.0,4.0
653,AUT,Austria,2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0,4.0
654,AUT,Austria,2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0,4.0
655,AUT,Austria,2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0,4.0
656,AUT,Austria,2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0,4.0
657,AUT,Austria,2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0,4.0
658,AUT,Austria,2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0,4.0
659,AUT,Austria,2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0,4.0
660,AUT,Austria,2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0,4.0
661,AUT,Austria,2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0,4.0
662,AUT,Austria,2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0,4.0
663,AUT,Austria,2020-01-20,0,0,0,0,0.0,0.0,0.0,0.0,4.0
664,AUT,Austria,2020-01-21,0,0,0,0,0.0,0.0,0.0,0.0,4.0
665,AUT,Austria,2020-01-22,0,0,0,0,0.0,0.0,0.0,0.0,4.0
666,AUT,Austria,2020-01-23,0,0,0,0,0.0,0.0,0.0,0.0,4.0
667,AUT,Austria,2020-01-24,0,0,0,0,0.0,0.0,0.0,0.0,4.0
668,AUT,Austria,2020-01-25,0,0,0,0,0.0,0.0,0.0,0.0,4.0
669,AUT,Austria,2020-01-26,0,0,0,0,0.0,0.0,0.0,0.0,4.0
670,AUT,Austria,2020-01-27,0,0,0,0,0.0,0.0,0.0,0.0,4.0
671,AUT,Austria,2020-01-28,0,0,0,0,0.0,0.0,0.0,0.0,4.0
672,AUT,Austria,2020-01-29,0,0,0,0,0.0,0.0,0.0,0.0,4.0
673,AUT,Austria,2020-01-30,0,0,0,0,0.0,0.0,0.0,0.0,4.0
674,AUT,Austria,2020-01-31,0,0,0,0,0.0,0.0,0.0,0.0,4.0
675,AUT,Austria,2020-02-01,0,0,0,0,0.0,0.0,0.0,0.0,4.0
676,AUT,Austria,2020-02-02,0,0,0,0,0.0,0.0,0.0,0.0,4.0
677,AUT,Austria,2020-02-03,0,0,0,0,0.0,0.0,0.0,0.0,4.0
678,AUT,Austria,2020-02-04,0,0,0,0,0.0,0.0,0.0,0.0,4.0
679,AUT,Austria,2020-02-05,0,0,0,0,0.0,0.0,0.0,0.0,4.0
680,AUT,Austria,2020-02-06,0,0,0,0,0.0,0.0,0.0,0.0,4.0
681,AUT,Austria,2020-02-07,0,0,0,0,0.0,0.0,0.0,0.0,4.0
682,AUT,Austria,2020-02-08,0,0,0,0,0.0,0.0,0.0,0.0,4.0
683,AUT,Austria,2020-02-09,0,0,0,0,0.0,0.0,0.0,0.0,4.0
684,AUT,Austria,2020-02-10,0,0,0,0,0.0,0.0,0.0,0.0,4.0
685,AUT,Austria,2020-02-11,0,0,0,0,0.0,0.0,0.0,0.0,4.0
686,AUT,Austria,2020-02-12,0,0,0,0,0.0,0.0,0.0,0.0,4.0
687,AUT,Austria,2020-02-13,0,0,0,0,0.0,0.0,0.0,0.0,4.0
688,AUT,Austria,2020-02-14,0,0,0,0,0.0,0.0,0.0,0.0,4.0
689,AUT,Austria,2020-02-15,0,0,0,0,0.0,0.0,0.0,0.0,4.0
690,AUT,Austria,2020-02-16,0,0,0,0,0.0,0.0,0.0,0.0,4.0
